name,price,socket,form_factor,max_memory,memory_slots,color,memory_type,purpose,performance_score
Gigabyte B365 HD3,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
ASRock C246M WS,249.99,LGA1151,micro atx,64,4,Green / Blue,DDR4,Office,8.77
Gigabyte B660M AORUS Pro DDR4,145.78,LGA1700,micro atx,128,4,Black,DDR5,Gaming,12.9
Gigabyte GA-H61M-S2PV(R2.0),296.73,LGA1155,micro atx,16,2,Blue / White,DDR3,General,4.13
Asus P8Z77-V LX,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
ASRock Z590M Pro4,192.65,LGA1200,micro atx,128,4,Silver / Black,DDR4,Gaming,12.52
ASRock Z270 Killer SLI/ac,1719.6,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
Gigabyte B660M GAMING AC DDR4,117.4,LGA1700,micro atx,64,2,Black / Red,DDR4,Office,8.39
Asus PRIME Z370-P II,392.92,LGA1151,atx,64,4,Silver / Black,DDR4,General,8.77
Asus STRIX Z270H,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Gigabyte B650M AORUS ELITE,190.9,AM5,micro atx,128,4,Black,DDR5,Gaming,12.9
Gigabyte B660 AORUS Master,365.0,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
MSI Z170A PC MATE,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
Asus ROG STRIX X99 GAMING,491.26,LGA2011-3,atx,128,8,Black,DDR3,Design,14.84
MSI Z370 SLI PLUS,401.25,LGA1151,atx,64,4,Black / Gray,DDR4,General,8.77
Asus ROG Crosshair VII Hero (Wi-Fi),309.16,AM4,atx,64,4,Black,DDR4,General,9.55
Asus P8Z77-I Deluxe,214.95,LGA1155,mini itx,16,2,Black / Blue,DDR3,General,4.13
MSI X470 GAMING PRO,201.84,AM4,atx,64,4,Black / Red,DDR4,General,9.55
ASRock Z390M-ITX/ac,639.22,LGA1151,mini itx,64,2,Black / Silver,DDR4,Office,6.84
Asus PRIME X670-P WIFI-CSM,303.32,AM5,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus P8B75-M/CSM,344.79,LGA1155,micro atx,32,4,Black / Blue,DDR3,General,6.71
Gigabyte GA-AX370-GAMING 5,281.35,AM4,atx,64,4,Black / White,DDR4,General,9.55
MSI MPG Z490M GAMING EDGE WIFI,203.67,LGA1200,micro atx,128,4,Black / Silver,DDR4,Gaming,12.52
Gigabyte B550M S2H,114.11,AM4,micro atx,64,2,Black / Silver,DDR4,Office,7.61
Biostar A520MH,114.11,AM4,micro atx,64,2,Black / Silver,DDR4,Office,7.61
MSI B150M BAZOOKA,778.57,LGA1151,micro atx,64,4,Black / White,DDR4,Office,8.77
Asus TUF GAMING B550M-ZAKU (WI-FI),129.17,AM4,micro atx,128,4,Black / Red,DDR4,Office,12.13
Asus PRIME H270M-PLUS,1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
Asus P5G41-M LE/CSM,299.98,LGA775,micro atx,8,2,Black / Blue,DDR3,General,2.65
MSI B360M PRO-VDH,460.28,LGA1151,micro atx,64,4,Black,DDR4,Office,8.77
MSI B450M BAZOOKA V2,145.13,AM4,micro atx,64,4,Black,DDR4,Office,9.55
MSI MEG Z590 ACE,349.0,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
Gigabyte Z690 AORUS PRO DDR4,228.68,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
Gigabyte B760M AORUS ELITE AX DDR4,178.28,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus Prime A320I-K,231.51,AM4,mini itx,32,2,Black,DDR4,General,6.32
Asus Crosshair V Formula-Z,311.94,AM3+,atx,32,4,Black / Red,DDR3,General,7.1
Asus ROG Strix H370-F Gaming,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
Gigabyte GA-AX370-Gaming K7,309.16,AM4,atx,64,4,Black,DDR4,General,9.55
MSI A320M PRO-VH PLUS,142.39,AM4,micro atx,32,2,Brown / Black,DDR4,General,6.32
MSI H410M PRO,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
ASRock Z590 OC Formula,159.9,LGA1200,eatx,64,2,Green / Black,DDR4,General,8.0
Asus Pro WS X570-ACE,462.99,AM4,atx,128,4,Black,DDR4,Design,12.13
MSI PRO B550-P GEN3,161.0,AM4,atx,128,4,Brown / Black,DDR4,Design,12.13
Asus ROG MAXIMUS VIII HERO ALPHA,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Asus PRO H610M-CT D4-CSM,109.89,LGA1700,micro atx,64,2,Green / Black,DDR4,Office,8.39
Gigabyte B460M DS3H,203.67,LGA1200,micro atx,128,4,Black / Silver,DDR4,Gaming,12.52
Gigabyte GA-G41MT-S2PT,204.82,LGA775,micro atx,8,2,Blue / White,DDR3,General,2.65
MSI X370 GAMING PLUS,201.84,AM4,atx,64,4,Black / Red,DDR4,General,9.55
Gigabyte B650M C,150.98,AM5,micro atx,128,4,Brown / Black,DDR5,Gaming,12.9
Gigabyte B760M AORUS PRO AX,178.28,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
ASRock X570D4U-2L2T,127.97,AM4,micro atx,128,4,Green / Silver,DDR4,Office,12.13
Asus ROG STRIX B560-F GAMING WIFI,285.27,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
MSI PRO H410M-B,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
Asus M5A78L-M/USB3,309.98,AM3+,micro atx,32,4,Black / Blue,DDR3,General,7.1
Gigabyte A620M GAMING X AX,119.71,AM5,micro atx,128,4,Brown / Gray,DDR5,Gaming,12.9
Asus CROSSHAIR VI HERO (WI-FI AC),214.6,AM4,atx,64,4,Black / Gray,DDR4,General,9.55
Asus ROG STRIX B760-G GAMING WIFI,154.99,LGA1700,micro atx,192,4,Silver / Black,DDR5,Gaming,15.48
MSI B250M MORTAR,1289.65,LGA1151,micro atx,64,4,Black / Red,DDR4,Office,8.77
ASRock X470 Master SLI/AC,166.54,AM4,atx,64,4,Black / Silver,DDR4,General,9.55
Asus PRIME Z590M-PLUS,235.99,LGA1200,micro atx,128,4,Silver / Black,DDR4,Gaming,12.52
Asus Prime H310M-C R2.0/CSM,140.49,LGA1151,micro atx,32,2,Green,DDR4,General,5.55
Gigabyte H410M S2 V3,144.51,LGA1200,micro atx,64,2,Black / Gray,DDR4,Office,8.0
Asus TUF Z270 MARK 2,399.31,LGA1151,atx,64,4,Black / Yellow,DDR4,General,8.77
MSI MEG Z490 ACE,399.0,LGA1200,atx,128,4,Black / Gold,DDR4,Gaming,12.52
MSI Z270 GAMING M3,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
MSI X79MA-GD45,207.86,LGA2011,micro atx,64,4,Black / Blue,DDR3,Office,8.39
Gigabyte GA-Z97MX-Gaming 5,205.42,LGA1150,micro atx,32,4,Black / Red,DDR3,General,7.1
MSI MAG B560M BAZOOKA,149.99,LGA1200,micro atx,128,4,Black / Green,DDR4,Gaming,12.52
Gigabyte X570S AORUS ELITE,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
MSI MAG B760M MORTAR MAX WIFI,162.42,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus H61M-C,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
Asus STRIX B250F GAMING,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Asus ROG MAXIMUS XI HERO,354.8,LGA1151,atx,128,4,Black / Silver,DDR4,Design,11.35
Gigabyte A520M DS3H AC,138.29,AM4,micro atx,128,4,Black,DDR4,Office,12.13
ASRock H310M-ITX/ac,203.32,LGA1151,mini itx,32,2,Black / Silver,DDR4,General,5.55
Gigabyte B760M DS3H,178.28,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus TUF GAMING Z490-PLUS,299.0,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
Asus B150M-A D3,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
MSI Z170-A PRO,456.93,LGA1151,atx,64,4,Brown / Black,DDR4,General,8.77
Asus ROG Strix X399-E Gaming,1029.3,STR4,eatx,128,8,Black,DDR4,Design,14.84
MSI B450M PRO-VDH,123.49,AM4,micro atx,64,4,Brown,DDR4,Office,9.55
ASRock Z390 Phantom Gaming-ITX/ac,639.22,LGA1151,mini itx,64,2,Black / Silver,DDR4,Office,6.84
Asus PRIME X670E-PRO WIFI-CSM,303.32,AM5,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte GA-Z170XP-SLI,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
MSI PRO B660M-G,108.47,LGA1700,micro atx,64,2,Black / Silver,DDR4,Office,8.39
Asus H170 PRO GAMING,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
MSI B250M PRO-VDH,354.57,LGA1151,micro atx,64,4,Brown / Black,DDR4,Office,8.77
Asus ROG STRIX B360-I GAMING,203.32,LGA1151,mini itx,32,2,Black / Silver,DDR4,General,5.55
ASRock B560M Steel Legend,134.99,LGA1200,micro atx,128,4,Silver / Black,DDR4,Gaming,12.52
Gigabyte GA-990FXA-UD3,343.33,AM3+,atx,32,4,Black / Silver,DDR3,General,7.1
Asus H97M-E,203.52,LGA1150,micro atx,32,4,Black / Gray,DDR3,General,7.1
Gigabyte GA-Z170X-Gaming 3,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Gigabyte GA-Z170-HD3,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
MSI Z170A KRAIT GAMING 3X,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
MSI B365M-PRO-VH,145.83,LGA1151,micro atx,32,2,Black,DDR4,General,5.55
MSI MEG Z590 UNIFY-X,150.99,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
EVGA X570 DARK,621.99,AM4,eatx,64,2,Black,DDR4,General,7.61
MSI B360M MORTAR,460.28,LGA1151,micro atx,64,4,Black,DDR4,Office,8.77
Gigabyte Z690I AORUS ULTRA LITE DDR4 (rev. 1.0),179.97,LGA1700,mini itx,64,2,Silver / Black,DDR4,Office,8.39
Asus P8H61-M LX3 R2.0,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
Gigabyte GA-Z270X-Ultra Gaming,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Asus TUF B450-Pro Gaming,309.16,AM4,atx,64,4,Black,DDR4,General,9.55
Gigabyte B650 AORUS ELITE,328.97,AM5,atx,128,4,Black / Silver,DDR5,Gaming,12.9
MSI H510M PRO-E,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
MSI B560M PRO-VDH,188.75,LGA1200,micro atx,128,4,Black,DDR4,Gaming,12.52
Gigabyte GA-B250M-D3H,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
Gigabyte H370 AORUS Gaming 3 WIFI,399.31,LGA1151,atx,64,4,Black / Orange,DDR4,General,8.77
ASRock X570 Phantom Gaming X,241.52,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Asus Q87M-E/CSM,171.33,LGA1150,micro atx,32,4,Black / Gold,DDR3,General,7.1
Asus Z170-AR,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
MSI H110M PRO-D,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
Asus X99-A II,653.21,LGA2011-3,atx,128,8,Black / White,DDR3,Design,14.84
Asus PRIME B650M-A,143.48,AM5,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus H81M-PLUS,173.73,LGA1150,micro atx,16,2,Black / Gold,DDR3,General,4.52
MSI Z170A GAMING PRO CARBON,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
MSI B350M MORTAR,126.54,AM4,micro atx,64,4,Black / Red,DDR4,Office,9.55
Gigabyte X670 AORUS ELITE AX (rev. 1.1),272.97,AM5,atx,128,4,Black,DDR5,Gaming,12.9
ASRock AB350 Gaming-ITX/ac,225.04,AM4,mini itx,32,2,Black / Red,DDR4,General,6.32
Asus STRIX Z270G,1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
Gigabyte GA-Z270P-D3,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
ASRock B365M Phantom Gaming 4,1313.55,LGA1151,micro atx,128,4,Black / Red,DDR4,Office,11.35
Asus ROG STRIX B450-E GAMING,309.16,AM4,atx,64,4,Black,DDR4,General,9.55
Gigabyte X570S GAMING X,241.52,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Gigabyte Z490 AORUS ELITE,229.99,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
ASRock Fatal1ty X470 Gaming-ITX/ac,245.73,AM4,mini itx,32,2,Black / Silver,DDR4,General,6.32
Asus Q170M-C/CSM,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
ASRock Z370 Killer SLI/ac,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Gigabyte Z490 GAMING X,285.27,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
Asus TUF H370-Pro Gaming (WI-FI),508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
ASRock X99 Extreme4,637.38,LGA2011-3,atx,128,8,Black / Blue,DDR3,Design,14.84
ASRock H110M-DGS,138.82,LGA1151,micro atx,32,2,Black / Orange,DDR4,General,5.55
ASRock AB350M,105.07,AM4,micro atx,32,2,Black / White,DDR4,General,6.32
ASRock Z370M Pro4,1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
Asus ROG STRIX Z370-G GAMING (WI-FI AC),1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
ASRock Z590-C/ac,282.53,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
ASRock X570D4U,358.99,AM4,micro atx,128,4,Green,DDR4,Office,12.13
ASRock X470D4U,259.99,AM4,micro atx,64,4,Green,DDR4,Office,9.55
Asus PRIME Z590-V,159.46,LGA1200,atx,128,4,Silver / Black,DDR4,Gaming,12.52
Asus TUF GAMING H570-PRO WIFI,178.0,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
Asus ROG ZENITH EXTREME,834.25,STR4,eatx,128,8,Black / Silver,DDR4,Design,14.84
Gigabyte GA-H110M-H,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
Gigabyte Z490 AORUS MASTER,579.0,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
Asus ROG Maximus XIII Extreme,684.99,LGA1200,eatx,128,4,Silver / Black,DDR4,Gaming,12.52
Gigabyte GA-F2A68HM-H,95.98,FM2+,micro atx,64,2,Black,DDR3,Office,6.45
ASRock A520M/ac,114.11,AM4,micro atx,64,2,Black / Silver,DDR4,Office,7.61
ASRock B250M-HDV,419.68,LGA1151,micro atx,32,2,Black / White,DDR4,General,5.55
Asus Z97-K/CSM,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Gigabyte GA-Z97X-Gaming 3,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
ASRock Fatal1ty X99M Killer,154.32,LGA2011-3,micro atx,64,4,Black / Red,DDR3,Office,8.39
Asus Z97 PRO GAMER,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
MSI B250 PC MATE,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
Asus PRIME B650M-A II,143.48,AM5,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus PRIME H270-PLUS-CSM,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Asus ROG MAXIMUS X HERO,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
Gigabyte H310M A,138.82,LGA1151,micro atx,32,2,Silver / Brown,DDR4,General,5.55
ASRock B460M Pro4/ac,192.65,LGA1200,micro atx,128,4,Silver / Black,DDR4,Gaming,12.52
Asus Pro B650M-CT-CSM,159.99,AM5,micro atx,128,4,Green / Black,DDR5,Gaming,12.9
Asus PRIME Z490M-PLUS,208.0,LGA1200,micro atx,128,4,Black / White,DDR4,Gaming,12.52
Gigabyte Z690I AORUS ULTRA LITE,226.29,LGA1700,mini itx,64,2,Black,DDR4,Office,8.39
ASRock B365 Pro4,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Biostar TB250-BTC,209.53,LGA1151,atx,32,2,Black / Yellow,DDR4,General,5.55
Gigabyte B550M AORUS PRO AX,173.92,AM4,micro atx,128,4,Black / Silver,DDR4,Office,12.13
Gigabyte GA-Z77X-UD3H,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Asus Maximus VI Hero,371.51,LGA1150,atx,32,4,Unknown,DDR3,General,7.1
MSI Z170A SLI PLUS,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
ASRock C236 WSI,168.78,LGA1151,mini itx,32,2,Green / Blue,DDR4,General,5.55
MSI MPG Z390I GAMING EDGE AC,639.22,LGA1151,mini itx,64,2,Black / Silver,DDR4,Office,6.84
Gigabyte GA-B365M-H,1198.52,LGA1151,micro atx,32,2,Black / Red,DDR4,General,5.55
Asus TUF GAMING B460-PLUS,475.24,LGA1200,atx,128,4,Black / Gold,DDR4,Gaming,12.52
ASRock X570 Phantom Gaming 4 WiFi ax,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
ECS G31T-M7,169.95,LGA775,micro atx,4,2,Multicolor,DDR3,General,2.48
MSI PRO B660M-A WIFI,178.28,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus Z87-A,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Asus H110I-PLUS,176.55,LGA1151,mini itx,32,2,Black / Gold,DDR4,General,5.55
ASRock X570 Extreme4,241.52,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Gigabyte Z790M AORUS ELITE,154.99,LGA1700,micro atx,192,4,Silver / Black,DDR5,Gaming,15.48
Gigabyte B760M D3H DDR4,145.78,LGA1700,micro atx,128,4,Black,DDR5,Gaming,12.9
ASRock X299 Taichi CLX,685.9,LGA2066,atx,256,8,Black / Silver,DDR4,Design,20.0
Asus ROG STRIX B460-H GAMING,212.35,LGA1200,atx,128,4,Black / Red,DDR4,Gaming,12.52
Gigabyte GA-H81M-DS2,171.08,LGA1150,micro atx,16,2,Black,DDR3,General,4.52
Asus RAMPAGE V EXTREME,696.65,LGA2011-3,eatx,64,8,Black / Red,DDR3,General,12.26
MSI 990FXA-GAMING,311.94,AM3+/AM3,atx,32,4,Black / Red,DDR3,General,7.1
MSI Z370 TOMAHAWK,401.25,LGA1151,atx,64,4,Black / Gray,DDR4,General,8.77
MSI B450M PRO-VDH PLUS,145.13,AM4,micro atx,64,4,Black,DDR4,Office,9.55
Asus WS X299 SAGE,523.54,LGA2066,ssi ceb,128,8,Black,DDR4,General,14.84
Biostar B550MX/E PRO,173.92,AM4,micro atx,128,4,Black / Silver,DDR4,Office,12.13
Asus P7H55-M Pro,264.69,LGA1156,micro atx,16,4,Black / Blue,DDR3,General,5.68
MSI Z370 GAMING PRO CARBON AC,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
Asus Prime B360-Plus,401.25,LGA1151,atx,64,4,Black / Gray,DDR4,General,8.77
Gigabyte GA-AB350M-DS3H V2,145.13,AM4,micro atx,64,4,Black,DDR4,Office,9.55
ASRock A320M-DVS R4.0,144.85,AM4,micro atx,32,2,Black / Silver,DDR4,General,6.32
Gigabyte GA-Z270MX-Gaming 5,2035.65,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
Asus A88XM-A,158.7,FM2+,micro atx,64,4,Black / Gold,DDR3,Office,8.39
Gigabyte GA-Z170-HD3P,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
Asus STRIX H270F GAMING,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Asus ROG STRIX B360-H GAMING,399.31,LGA1151,atx,64,4,Red / Black,DDR4,General,8.77
Asus PRIME H410M-A,166.0,LGA1200,micro atx,64,2,Black,DDR4,Office,8.0
Asus ROG MAXIMUS XI GENE,543.49,LGA1151,micro atx,64,2,Black,DDR4,Office,6.84
Gigabyte Z590 GAMING X,285.27,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
Asus P8Z77-V LK,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Asus Rampage IV Black Edition,745.45,LGA2011,eatx,128,8,Black / Red,DDR3,Design,14.84
ASRock Z97 Extreme4,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
Asus Z97-P,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Gigabyte GA-Z97P-D3,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Gigabyte GA-78LMT-USB3 R2,197.75,AM3+,micro atx,32,4,Black,DDR3,General,7.1
ASRock X570 Phantom Gaming 4S,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
Asus TUF GAMING A620M-PLUS,153.68,AM5,micro atx,128,4,Black / Orange,DDR5,Gaming,12.9
ASRock B460M-HDV,189.0,LGA1200,micro atx,64,2,Black,DDR4,Office,8.0
Asus ROG STRIX B560-I GAMING WIFI,205.72,LGA1200,mini itx,64,2,Black,DDR4,Office,8.0
Asus Z170-DELUXE,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
ASRock H110M-HDV,138.82,LGA1151,micro atx,32,2,Black / Orange,DDR4,General,5.55
ASRock TRX40 TAICHI,1222.89,STRX4,atx,256,8,Black / Silver,DDR4,Design,20.77
ASRock B560M-ITX/ac,201.75,LGA1200,mini itx,64,2,Silver / Black,DDR4,Office,8.0
ASRock Z97 Anniversary,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
Asus 970 PRO GAMING/AURA,311.94,AM3+,atx,32,4,Black / Red,DDR3,General,7.1
Asus Rampage V Edition 10,953.5,LGA2011-3,eatx,128,8,Black,DDR3,Design,14.84
MSI Z270 GAMING M5,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Asus ROG STRIX Z490-A GAMING,285.27,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
MSI Z97-G45 Gaming,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
MSI B150M MORTAR,778.57,LGA1151,micro atx,64,4,Black / White,DDR4,Office,8.77
MSI Z270 PC MATE,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
MSI B360-A PRO,399.31,LGA1151,atx,64,4,Brown,DDR4,General,8.77
ASRock X299 WSI/IPMI,277.69,LGA2066,mini itx,64,4,Black / Silver,DDR4,Office,8.39
Asus TUF GAMING B760M-PLUS,183.73,LGA1700,micro atx,128,4,Black / Orange,DDR5,Gaming,12.9
MSI Z77A-G43,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
MSI H81M-E33,254.54,LGA1150,micro atx,16,2,Black / Blue,DDR3,General,4.52
MSI MEG X299 CREATION,1004.49,LGA2066,eatx,128,8,Black,DDR4,Design,14.84
Asus ROG STRIX Z490-G GAMING (WI-FI),188.75,LGA1200,micro atx,128,4,Black,DDR4,Gaming,12.52
Gigabyte B550 AORUS PRO AX,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
MSI MEG Z490 GODLIKE,787.7,LGA1200,eatx,128,4,Black / Silver,DDR4,Gaming,12.52
Asus Maximus V Gene,294.63,LGA1155,micro atx,32,4,Black / Red,DDR3,General,6.71
Asus P8H61-M LX PLUS R2.0,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
Asus Z10PE-D8 WS,663.74,2 X LGA2011-3,ssi eeb,512,8,Black / Gold,DDR4,General,30.32
Gigabyte MW50-SV0,672.46,LGA2011-3,atx,256,8,Blue / Black,DDR3,Design,20.0
Asus SABERTOOTH X99,605.49,LGA2011-3,atx,64,8,Brown / Black,DDR3,General,12.26
Asus B150M-A/M.2,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
MSI X399 GAMING PRO CARBON AC,569.41,STR4,atx,128,8,Black / Silver,DDR4,Design,14.84
ASRock Z590 Phantom Gaming-ITX/TB4,210.99,LGA1200,mini itx,64,2,Black / Red,DDR4,Office,8.0
ASRock C246 WS,299.99,LGA1151,atx,64,4,Green / Blue,DDR4,General,8.77
MSI MAG B550 TORPEDO,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
Asus STRIX X299-E GAMING,388.33,LGA2066,atx,128,8,Black,DDR4,Design,14.84
ASRock Z97 Extreme6,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
Asus Z170-K,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
Gigabyte GA-H110M-DS2,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
ASRock A320M-DGS,144.85,AM4,micro atx,32,2,Black / Silver,DDR4,General,6.32
Asus ROG STRIX X370-I GAMING,245.73,AM4,mini itx,32,2,Black / Silver,DDR4,General,6.32
Gigabyte B360 HD3,392.92,LGA1151,atx,64,4,Silver / Black,DDR4,General,8.77
Gigabyte B365 M AORUS ELITE,334.25,LGA1151,micro atx,64,4,Black / Orange,DDR4,Office,8.77
ASRock B650M-C,190.9,AM5,micro atx,128,4,Black,DDR5,Gaming,12.9
Asus TUF Z390M-PRO GAMING (WI-FI),385.52,LGA1151,micro atx,128,4,Black / Gold,DDR4,Office,11.35
MSI B550M PRO,95.9,AM4,micro atx,64,2,Black,DDR4,Office,7.61
Asus H81M-E,173.73,LGA1150,micro atx,16,2,Black / Gold,DDR3,General,4.52
Gigabyte GA-Z97X-Gaming 5,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
Gigabyte GA-H97N-WIFI,308.72,LGA1150,mini itx,16,2,Black / Silver,DDR3,General,4.52
Gigabyte GA-B85M-DS3H-A,195.73,LGA1150,micro atx,32,4,Black,DDR3,General,7.1
Asus MAXIMUS VIII RANGER,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Gigabyte GA-Z170X-Gaming 5,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
ASRock 970A-G/3.1,314.91,AM3+/AM3,atx,64,4,Black / Red,DDR4,General,8.39
Asus PRIME B250M-K,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
Asus ROG STRIX B360-G GAMING,338.34,LGA1151,micro atx,64,4,Red / Black,DDR4,Office,8.77
Gigabyte B460M AORUS PRO,179.41,LGA1200,micro atx,128,4,Black / Orange,DDR4,Gaming,12.52
MSI MEG Z590 GODLIKE,434.99,LGA1200,eatx,128,4,Black / Silver,DDR4,Gaming,12.52
Gigabyte Z690M AORUS ELITE DDR4,145.78,LGA1700,micro atx,128,4,Black,DDR5,Gaming,12.9
EVGA X299 DARK,438.67,LGA2066,eatx,64,4,Black / Silver,DDR4,General,8.39
MSI MEG Z590 ACE GOLD EDITION,213.45,LGA1200,atx,128,4,Silver / Gold,DDR4,Gaming,12.52
Asus ROG MAXIMUS XII EXTREME,950.0,LGA1200,eatx,128,4,Black,DDR4,Gaming,12.52
Gigabyte Z490 UD,285.27,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
Gigabyte GA-78LMT-S2,190.06,AM3+,micro atx,16,2,Blue / White,DDR3,General,4.52
Asus H110M-E/M.2,136.78,LGA1151,micro atx,32,2,Black / Gold,DDR4,General,5.55
