name,price,price_per_gb,color,first_word_latency,cas_latency,speed_mhz,ddr_type,total_capacity,purpose,performance_score
Corsair Vengeance LPX 16 GB,39.99,2.499,Black / Yellow,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Corsair Vengeance RGB Pro 32 GB,104.98,3.281,Black,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
Corsair Vengeance 32 GB,92.99,2.906,Black,12.857,36.0,5600,DDR5,32,Design,25.632534132187406
Corsair Vengeance LPX 32 GB,67.98,2.124,Black / Yellow,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
G.Skill Trident Z5 RGB 32 GB,104.99,3.281,Black,12.0,36.0,6000,DDR5,32,Office,26.64266331044518
Corsair Vengeance RGB Pro 16 GB,56.99,3.562,Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill Trident Z5 RGB 64 GB,229.99,3.594,Black / Silver,10.0,32.0,6400,DDR5,64,Gaming,39.0003368653769
Silicon Power GAMING 16 GB,29.97,1.873,Black / Gray,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill Ripjaws V 32 GB,63.99,2.0,Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Corsair Vengeance RGB Pro SL 32 GB,77.99,2.437,White / Black,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
Corsair Vengeance RGB 32 GB,102.99,3.218,White,12.0,36.0,6000,DDR5,32,Office,26.64266331044518
G.Skill Flare X5 32 GB,94.99,2.968,Black,12.0,36.0,6000,DDR5,32,Office,26.64266331044518
G.Skill Ripjaws S5 32 GB,97.99,3.062,Black,10.0,30.0,6000,DDR5,32,Gaming,26.687737603371353
Silicon Power GAMING 32 GB,48.97,1.53,Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
TEAMGROUP T-Force Vulcan Z 16 GB,33.99,2.124,Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill Ripjaws V 16 GB,48.99,3.062,Black,8.889,16.0,3600,DDR4,16,Office,15.152289955595872
G.Skill Trident Z5 Neo RGB 32 GB,116.99,3.656,Black,10.0,30.0,6000,DDR5,32,Gaming,26.687737603371353
G.Skill Ripjaws V 64 GB,1937.68,30.276,Black,8.75,14.0,3200,DDR4,64,Office,31.1644320272448
Corsair Vengeance 64 GB,259.99,4.062,Black / Gray,9.697,32.0,6600,DDR5,64,Gaming,39.505284137897405
Kingston FURY Beast 16 GB,47.75,2.984,Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill Trident Z RGB 32 GB,81.99,2.562,Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
G.Skill Trident Z RGB 16 GB,59.99,3.749,Black,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
G.Skill Trident Z5 Neo 64 GB,224.99,3.515,Black / Silver,10.0,30.0,6000,DDR5,64,Gaming,38.007019414456444
TEAMGROUP T-Force Vulcan Z 32 GB,57.99,1.812,Black,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
TEAMGROUP T-Force Delta RGB 16 GB,46.99,2.937,Black,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
Corsair Dominator Platinum RGB 32 GB,169.99,5.312,White,11.613,36.0,6200,DDR5,32,Office,27.147581500377235
Corsair Vengeance LPX 64 GB,127.99,2.0,Black / Yellow,10.0,16.0,3200,DDR4,64,Office,31.107063347500507
TEAMGROUP T-Force Delta RGB 32 GB,65.98,2.062,Black,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
TEAMGROUP T-Force Vulcan 32 GB,79.98,2.499,Black,11.429,32.0,5600,DDR5,32,Office,25.66027155014041
Kingston FURY 128 GB,551.71,4.31,White,14.286,40.0,5600,DDR5,128,Design,59.56808508262261
Silicon Power XPOWER Turbine 16 GB,29.97,1.873,Blue,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill Trident Z5 Neo 32 GB,119.99,3.75,Black,10.0,30.0,6000,DDR5,32,Gaming,26.687737603371353
Kingston FURY Renegade 32 GB,97.15,3.036,Black,8.889,16.0,3600,DDR4,32,Office,20.811930861138418
Silicon Power SP016GBLFU320B22 16 GB,25.97,1.623,Unknown,13.75,22.0,3200,DDR4,16,General,14.0169156395319
G.Skill Trident Z5 Neo RGB 64 GB,219.99,3.437,Black / Silver,10.0,30.0,6000,DDR5,64,Gaming,38.007019414456444
TEAMGROUP Vulcan Z 16 GB,36.99,2.312,Black,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
Corsair Dominator Platinum RGB 64 GB,379.99,5.937,Black,9.697,32.0,6600,DDR5,64,Gaming,39.505284137897405
Corsair Vengeance RGB 64 GB,199.99,3.125,Black,13.333,40.0,6000,DDR5,64,Design,37.93927098847304
Corsair Vengeance RGB RT 256 GB,1379.99,5.391,Black,10.0,18.0,3600,DDR4,256,Office,100.00000000000001
TEAMGROUP T-Create Expert 32 GB,48.99,1.531,Gray,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
G.Skill Trident Z Neo 32 GB,109.99,3.437,Black / Silver,8.889,16.0,3600,DDR4,32,Office,20.811930861138418
G.Skill Trident Z RGB 64 GB,149.99,2.344,Black,10.0,18.0,3600,DDR4,64,Office,32.08430913348946
Kingston FURY Beast RGB 32 GB,143.99,4.5,Black,12.0,36.0,6000,DDR5,32,Office,26.64266331044518
Kingston FURY Beast 32 GB,74.98,2.343,Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
G.Skill Aegis 16 GB,37.99,2.374,Red / Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill Trident Z5 RGB 48 GB,319.99,6.666,Black,10.0,40.0,8000,DDR5,48,Gaming,37.32403708295704
Corsair Vengeance LPX 8 GB,24.99,3.124,Black / Yellow,13.333,16.0,2400,DDR4,8,General,9.239937989384707
Corsair Vengeance LPX 256 GB,694.99,2.715,Black / Yellow,10.0,18.0,3600,DDR4,256,Office,100.00000000000001
Corsair Vengeance 16 GB,69.99,4.374,Black,15.385,40.0,5200,DDR5,16,General,18.94044976417774
Kingston FURY Beast RGB 16 GB,53.0,3.312,Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Crucial CT2K8G48C40U5 16 GB,39.99,2.499,Black,16.667,40.0,4800,DDR5,16,General,17.929828493318084
Kingston FURY Beast 8 GB,25.99,3.249,Black,10.0,16.0,3200,DDR4,8,General,11.2983201781016
G.Skill Aegis 32 GB,57.99,1.812,Red / Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
G.Skill Ripjaws S5 64 GB,219.99,3.437,Black,10.0,30.0,6000,DDR5,64,Gaming,38.007019414456444
Kingston ValueRAM 1 GB,9.11,9.11,Green,14.993,5.0,667,DDR2,1,General,2.5706898112207104
TEAMGROUP T-Create Expert 64 GB,169.99,2.656,Black,11.333,34.0,6000,DDR5,64,Office,37.97524217414018
Patriot Viper 4 Blackout 64 GB,109.99,1.719,Black,10.0,18.0,3600,DDR4,64,Office,32.08430913348946
Silicon Power XPOWER Turbine 32 GB,48.97,1.53,Blue,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
G.Skill Trident Z Royal 32 GB,99.99,3.125,Silver,10.556,19.0,3600,DDR4,32,Office,20.74515109458744
TEAMGROUP T-Create Classic 32 GB,72.98,2.281,Black,16.429,46.0,5600,DDR5,32,Design,25.583955115877863
TEAMGROUP T-Create Classic 16 GB,29.99,1.874,Silver,13.75,22.0,3200,DDR4,16,General,14.0169156395319
Crucial CT8G4DFRA32A 8 GB,17.98,2.248,Green,13.75,22.0,3200,DDR4,8,General,11.187095186760626
ADATA XPG SPECTRIX D50 16 GB,49.99,3.124,White,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Crucial CT2K8G4DFRA32A 16 GB,29.99,1.874,Green,13.75,22.0,3200,DDR4,16,General,14.0169156395319
Gigabyte AORUS 32 GB,84.99,2.656,Black,15.385,40.0,5200,DDR5,32,General,24.60009066972028
TEAMGROUP Elite 32 GB,48.49,1.515,Black,13.75,22.0,3200,DDR4,32,General,19.676556545074444
Corsair Vengeance RGB RT 32 GB,109.99,3.437,Black,8.889,16.0,3600,DDR4,32,Office,20.811930861138418
Corsair Vengeance RGB Pro 64 GB,204.99,3.203,Black,10.0,18.0,3600,DDR4,64,Office,32.08430913348946
TEAMGROUP Elite 16 GB,35.99,2.249,Black,16.667,40.0,4800,DDR5,16,General,17.929828493318084
Crucial CT2K16G48C40U5 32 GB,80.98,2.531,Black,16.667,40.0,4800,DDR5,32,General,23.58946939886063
G.Skill Trident Z RGB 128 GB,299.99,2.344,Black,10.0,18.0,3600,DDR4,128,Office,54.72287275565965
Kingston ValueRAM 4 GB,9.99,2.498,Green,13.75,22.0,3200,DDR4,4,General,9.772184960374991
Silicon Power SP016GLLTU160N22 16 GB,15.99,0.999,Green,13.75,11.0,1600,DDR3,16,General,10.12385819802659
Silicon Power XPOWER Zenith Gaming 16 GB,31.97,1.998,Black / Silver,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Crucial CT2K16G4DFRA32A 32 GB,56.99,1.781,Green / Black,13.75,22.0,3200,DDR4,32,General,19.676556545074444
Kingston HyperX Fury 8 GB,89.96,11.245,Black,12.003,16.0,2666,DDR4,8,General,9.926145765539996
ADATA XPG GAMMIX D45 16 GB,50.53,3.158,Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Silicon Power XPOWER Zenith RGB Gaming 32 GB,82.97,2.593,White,13.333,40.0,6000,DDR5,32,Design,26.619989177387954
TEAMGROUP T-Force Delta RGB 64 GB,179.99,2.812,White / Silver,12.667,38.0,6000,DDR5,64,Design,37.950020830617795
G.Skill Trident Z Neo 16 GB,72.98,4.561,Black / Silver,8.889,16.0,3600,DDR4,16,Office,15.152289955595872
Patriot Viper Black 16 GB,61.99,3.874,Black / White,13.846,36.0,5200,DDR5,16,General,18.962318811268034
Kingston FURY Beast RGB 64 GB,249.99,3.906,Black,12.0,36.0,6000,DDR5,64,Office,37.96194512153027
Timetec PINNACLE Konduit 32 GB,53.99,1.687,White,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Corsair Vengeance RGB Pro SL 64 GB,199.99,3.125,White,10.0,18.0,3600,DDR4,64,Office,32.08430913348946
G.Skill Ripjaws 8 GB,30.23,3.779,Black / Red,11.25,9.0,1600,DDR3,8,General,7.38712607082906
TEAMGROUP T-Create Expert 16 GB,30.99,1.937,Gray,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Crucial Pro 32 GB,94.99,2.968,Black,16.429,46.0,5600,DDR5,32,Design,25.583955115877863
Kingston FURY Renegade 16 GB,58.95,3.684,Black / Silver,8.889,16.0,3600,DDR4,16,Office,15.152289955595872
ADATA XPG LANCER RGB 32 GB,109.99,3.437,Black,13.333,40.0,6000,DDR5,32,Design,26.619989177387954
Kingston Server Premier 64 GB,174.02,2.719,Unknown,13.75,22.0,3200,DDR4,64,General,30.995838356159535
Patriot Viper Steel 32 GB,62.99,1.968,Silver / Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
G.Skill Trident Z RGB 96 GB,409.99,4.271,Black,10.0,32.0,6400,DDR5,96,Gaming,50.31961867646199
ADATA XPG GAMMIX D20 16 GB,36.99,2.312,Black / Silver,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Samsung M378A1K43CB2-CRC 8 GB,18.18,2.272,Green,14.167,17.0,2400,DDR4,8,General,9.218661876805573
Corsair Vengeance RGB Pro SL 16 GB,59.99,3.749,White / Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
PNY XLR8 16 GB,33.99,2.124,Black / Red,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Kingston FURY Beast 64 GB,219.99,3.437,Black,14.286,40.0,5600,DDR5,64,Design,36.92952146045243
Corsair Vengeance RGB RS 32 GB,89.99,2.812,Black / Gray,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
Patriot Viper 3 16 GB,31.98,1.999,Black / Silver,10.718,10.0,1866,DDR3,16,General,10.874563326659421
Corsair Vengeance RGB Pro 256 GB,1588.73,6.206,Black,10.667,16.0,3000,DDR4,256,General,98.50956810138221
Klevv BOLT X 16 GB,33.99,2.124,Black,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
G.Skill Trident Z Neo 64 GB,266.37,4.162,Black / Silver,8.889,16.0,3600,DDR4,64,Office,32.131212672223505
Samsung M378B5173DB0-CK0 4 GB,10.13,2.533,Green,13.75,11.0,1600,DDR3,4,General,5.879127518869681
Kingston Fury Renegade RGB 16 GB,59.99,3.749,Black,8.889,16.0,3600,DDR4,16,Office,15.152289955595872
Timetec PINNACLE Konduit 16 GB,35.99,2.249,White,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
TEAMGROUP TED48G2400C1601 8 GB,15.99,1.999,Unknown,13.333,16.0,2400,DDR4,8,General,9.239937989384707
Silicon Power XPOWER Turbine RGB 16 GB,39.99,2.499,Silver / Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Corsair Vengeance RGB RS 16 GB,59.99,3.749,Black / Gray,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
ADATA XPG Z1 16 GB,35.99,2.249,Red,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill TridentZ RGB 32 GB,203.47,6.358,Black,8.333,20.0,4800,DDR4,32,Office,23.779071401874127
Crucial CT16G4DFRA32A 16 GB,28.99,1.812,Green,13.75,22.0,3200,DDR4,16,General,14.0169156395319
Crucial CT16G48C40U5 16 GB,39.99,2.499,Black,16.667,40.0,4800,DDR5,16,General,17.929828493318084
G.Skill Ripjaws V 8 GB,69.98,8.748,Red,12.5,15.0,2400,DDR4,8,General,9.263938534861746
G.Skill Trident Z 32 GB,754.94,23.592,White / Black,13.333,40.0,6000,DDR5,32,Design,26.619989177387954
G.Skill Ripjaws V 128 GB,259.99,2.031,Black,10.0,18.0,3600,DDR4,128,Office,54.72287275565965
Crucial CT2K32G48C40U5 64 GB,160.65,2.51,Black,16.667,40.0,4800,DDR5,64,General,34.90875120994572
Patriot Viper Elite II 8 GB,19.98,2.498,Red / Black,11.25,18.0,3200,DDR4,8,General,11.25327865268253
G.Skill Ripjaws X 16 GB,38.32,2.395,Black / Red,12.5,10.0,1600,DDR3,16,General,10.165946004801953
Silicon Power XPOWER Zenith RGB Gaming 16 GB,39.97,2.498,Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Kingston Fury Renegade RGB 32 GB,113.4,3.544,Black / Silver,8.889,16.0,3600,DDR4,32,Office,20.811930861138418
Crucial CT2K4G4DFS824A 8 GB,18.98,2.373,Green,14.167,17.0,2400,DDR4,8,General,9.218661876805573
Patriot Viper 4 16 GB,125.0,7.812,Red / Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
TEAMGROUP T-Force Xtreem ARGB 32 GB,84.99,2.656,White,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
G.Skill Trident Z Royal 16 GB,77.98,4.874,Silver,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Crucial Ballistix MAX 16 GB,995.0,62.188,Black,7.451,19.0,5100,DDR4,16,Office,18.900505262882103
Patriot Signature 8 GB,12.99,1.624,Black / Green,13.75,11.0,1600,DDR3,8,General,7.294037745255317
OLOy MD4U1636181CHKDA 32 GB,63.99,2.0,Black,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
Corsair Vengeance LPX 128 GB,279.99,2.187,Black / Yellow,10.0,16.0,3200,DDR4,128,Office,53.74562696967068
G.Skill Flare X5 64 GB,177.99,2.781,Black / White,12.857,36.0,5600,DDR5,64,Design,36.95181594327249
TEAMGROUP T-Force Vulcan 16 GB,59.99,3.749,Black,15.385,40.0,5200,DDR5,16,General,18.94044976417774
Silicon Power XPOWER Zenith Gaming 32 GB,79.99,2.5,Black,14.286,40.0,5600,DDR5,32,Design,25.610239649367333
Kingston KVR1333D3N9/4G 4 GB,21.22,5.305,Green,13.503,9.0,1333,DDR3,4,General,5.2495431227155755
TEAMGROUP T-Force Xtreem ARGB 16 GB,83.99,5.249,White,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
PROXMEM KERBEROS 32 GB,84.99,2.656,Black / Silver,12.0,36.0,6000,DDR5,32,Office,26.64266331044518
Crucial CT2K32G4DFD832A 64 GB,108.25,1.691,Green / Black,13.75,22.0,3200,DDR4,64,General,30.995838356159535
Patriot Signature Premium 16 GB,34.99,2.187,Black,14.254,19.0,2666,DDR4,16,General,12.696137916643936
Patriot Viper 4 Blackout 8 GB,21.99,2.749,Black,11.875,19.0,3200,DDR4,8,General,11.234202241916803
G.Skill Aegis 8 GB,21.13,2.641,Black / Red,10.667,16.0,3000,DDR4,8,General,10.785134065472777
Patriot Viper Steel 16 GB,78.99,4.937,Silver / Black,8.636,19.0,4400,DDR4,16,Office,17.122664647962395
Kingston Server Premier 32 GB,86.41,2.7,Unknown,13.75,22.0,3200,DDR4,32,General,19.676556545074444
Crucial CT25664AA667 2 GB,10.9,5.45,Green,14.993,5.0,667,DDR2,2,General,2.92441736781712
TEAMGROUP T-Create Classic 64 GB,164.99,2.578,Black,16.0,48.0,6000,DDR5,64,Design,37.90508216737725
PNY XLR8 Gaming EPIC-X RGB 16 GB,44.99,2.812,Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Patriot Signature Line 4 GB,11.99,2.998,Black / Green,13.333,16.0,2400,DDR4,4,General,7.82502776299907
Samsung M386A4G40DM0-CPB 32 GB,28.99,0.906,Black / Green,14.065,15.0,2133,DDR4,32,General,17.06111504698446
TEAMGROUP T-Force Vulcan alpha 32 GB,79.98,2.499,Black / Silver,14.286,40.0,5600,DDR5,32,Design,25.610239649367333
G.Skill Ripjaws S5 96 GB,249.99,2.604,Black,14.286,40.0,5600,DDR5,96,Design,48.24880327153752
Kingston FURY Renegade 64 GB,272.19,4.253,White / Silver,10.667,32.0,6000,DDR5,64,Office,37.99015758566562
Mushkin Enhanced Redline Stiletto 32 GB,65.99,2.062,Black,8.889,16.0,3600,DDR4,32,Office,20.811930861138418
Patriot Viper Black 32 GB,94.99,2.968,Black / White,12.0,36.0,6000,DDR5,32,Office,26.64266331044518
Samsung M378A2K43CB1-CTD 16 GB,54.98,3.436,Green / Black,14.254,19.0,2666,DDR4,16,General,12.696137916643936
G.Skill Flare X 16 GB,69.99,4.374,Black,8.75,14.0,3200,DDR4,16,Office,14.185509310617162
Silicon Power XPOWER Turbine RGB 32 GB,56.99,1.781,Silver / Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Kingston ValueRAM 8 GB,23.79,2.974,Green / Black,14.254,19.0,2666,DDR4,8,General,9.866317463872663
ADATA XPG SPECTRIX D50 32 GB,79.98,2.499,White,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Crucial Ballistix 16 GB,89.99,5.624,White,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,33.99,2.124,Gold / Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB,209.99,3.281,Black,10.0,28.0,5600,DDR5,64,Office,37.0150189822321
Corsair Dominator Platinum RGB 16 GB,54.99,3.437,Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
G.Skill Trident Z5 32 GB,102.99,3.218,Silver / Black,12.0,36.0,6000,DDR5,32,Office,26.64266331044518
Patriot Viper Steel 8 GB,21.99,2.749,Silver / Black,10.0,16.0,3200,DDR4,8,General,11.2983201781016
ADATA XPG GAMMIX D20 32 GB,62.99,1.968,Black / Silver,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Kingston KSM29RD4/64HAR 64 GB,955.66,14.932,Unknown,14.32,21.0,2933,DDR4,64,General,30.327874201926342
Crucial CT8G48C40U5 8 GB,26.36,3.295,Black,16.667,40.0,4800,DDR5,8,General,15.100008040546815
Kingston KVR13N9S6/2 2 GB,5.0,2.5,Black / Green,13.503,9.0,1333,DDR3,2,General,4.542088009522757
G.Skill Trident Z Royal 128 GB,546.49,4.269,Silver,9.0,18.0,4000,DDR4,128,Office,55.74297114109761
ADATA XPG LANCER 32 GB,87.99,2.75,Black,14.615,38.0,5200,DDR5,32,General,24.6104623410644
Klevv CRAS X RGB 16 GB,45.99,2.874,Black,10.0,18.0,3600,DDR4,16,Office,15.105386416861828
Corsair Vengeance 192 GB,594.99,3.099,Black,14.615,38.0,5200,DDR5,192,General,81.20687139648984
Corsair Vengeance 8 GB,49.99,6.249,Black / Silver,11.25,9.0,1600,DDR3,8,General,7.38712607082906
PNY XLR8 32 GB,58.99,1.843,Black / Red,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
OLOy Blade 32 GB,131.99,4.125,Black,10.0,32.0,6400,DDR5,32,Gaming,27.681055054291807
Crucial CT32G48C40U5 32 GB,77.99,2.437,Black,16.667,40.0,4800,DDR5,32,General,23.58946939886063
TEAMGROUP Elite Plus 16 GB,37.99,2.374,Black,16.667,40.0,4800,DDR5,16,General,17.929828493318084
Patriot Viper Elite II 16 GB,27.99,1.749,Red / Black,12.003,16.0,2666,DDR4,16,General,12.755966218311269
TEAMGROUP Elite 8 GB,17.98,2.248,Black,14.254,19.0,2666,DDR4,8,General,9.866317463872663
ADATA XPG GAMMIX D10 16 GB,104.16,6.51,Black / White,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
TEAMGROUP Elite Plus 64 GB,147.99,2.312,Black,16.667,40.0,4800,DDR5,64,General,34.90875120994572
G.Skill Trident Z5 64 GB,349.99,5.469,Black,10.0,30.0,6000,DDR5,64,Gaming,38.007019414456444
Corsair Vengeance 48 GB,174.99,3.646,Black,11.429,40.0,7000,DDR5,48,Office,34.80259176604492
TEAMGROUP T-Create Expert 96 GB,409.99,4.271,White,10.588,36.0,6800,DDR5,96,Office,51.300397950538425
Crucial CT2K16G56C46U5 32 GB,97.99,3.062,Black,16.429,46.0,5600,DDR5,32,Design,25.583955115877863
Kingston Renegade Silver 32 GB,140.65,4.395,Silver / Black,10.667,32.0,6000,DDR5,32,Office,26.67087577458053
Kingston KVR1333D3N9HK2/8G 8 GB,49.99,6.249,Green,13.503,9.0,1333,DDR3,8,General,6.664453349101212
Patriot Viper Steel 64 GB,119.99,1.875,Silver / Black,10.0,18.0,3600,DDR4,64,Office,32.08430913348946
TEAMGROUP Elite Plus 8 GB,19.98,2.498,Black,16.667,40.0,4800,DDR5,8,General,15.100008040546815
OLOy WarHawk RGB 16 GB,46.99,2.937,Black / Gold,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
OLOy Blade RGB 32 GB,127.99,4.0,Black,10.667,32.0,6000,DDR5,32,Office,26.67087577458053
Corsair Vengeance 96 GB,294.99,3.073,Black,14.286,40.0,5600,DDR5,96,Design,48.24880327153752
Neo Forza FAYE 32 GB,55.49,1.734,Black / Silver,9.5,19.0,4000,DDR4,32,Office,21.764570111333104
Corsair Dominator Platinum 32 GB,1674.47,52.327,Black / Silver,11.253,15.0,2666,DDR4,32,General,18.440668198055114
Mushkin Enhanced Redline Stiletto 64 GB,102.99,1.609,Black / Silver,10.0,18.0,3600,DDR4,64,Office,32.08430913348946
Crucial CT16G56C46U5 16 GB,47.99,2.999,Black,16.429,46.0,5600,DDR5,16,General,19.924314210335318
Kingston KTH-PL426LQ/64G 64 GB,179.0,2.797,Green / Black,14.254,19.0,2666,DDR4,64,General,29.67506063327157
TEAMGROUP T-Force Vulcan 64 GB,143.99,2.25,Black,15.385,40.0,5200,DDR5,64,General,35.91937248080537
Crucial CT8G4DFS824A 8 GB,20.26,2.533,Green,14.167,17.0,2400,DDR4,8,General,9.218661876805573
Crucial CT4G4DFS824A 4 GB,14.99,3.748,Black / Green,14.167,17.0,2400,DDR4,4,General,7.803751650419936
G.Skill F4-3200C16D-32GTZ 32 GB,70.91,2.216,Gray / Red,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Mushkin Enhanced Redline Stiletto 16 GB,54.99,3.437,Black,7.778,14.0,3600,DDR4,16,Office,15.212005585734047
TEAMGROUP T-Force Zeus 32 GB,50.99,1.593,Red / Silver,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Kingston Fury Beast RGB Special Edition 32 GB,105.83,3.307,White,10.0,18.0,3600,DDR4,32,Office,20.76502732240437
G.Skill Ripjaws X 8 GB,30.34,3.792,Black / Red,11.25,9.0,1600,DDR3,8,General,7.38712607082906
G.Skill TridentZ RGB 128 GB,1099.99,8.594,Black,7.778,14.0,3600,DDR4,128,Office,54.82949192453186
GeIL Orion AMD Edition 32 GB,57.99,1.812,Gray,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Neo Forza FAYE 16 GB,39.99,2.499,Black / Silver,8.636,19.0,4400,DDR4,16,Office,17.122664647962395
Kingston FURY Beast RGB 8 GB,28.75,3.594,Black / Silver,10.0,16.0,3200,DDR4,8,General,11.2983201781016
TEAMGROUP Elite Plus 32 GB,69.98,2.187,Black,16.667,40.0,4800,DDR5,32,General,23.58946939886063
TEAMGROUP T-Force Vulcan Z 64 GB,115.99,1.812,Gray,10.0,16.0,3200,DDR4,64,Office,31.107063347500507
Patriot Viper Steel RGB 16 GB,48.99,3.062,Black,11.111,20.0,3600,DDR4,16,Office,15.067571159962768
GeIL EVO V RGB 32 GB,369.99,11.562,Black,9.5,38.0,8000,DDR5,32,Gaming,31.675836729073165
Kingston FURY 64 GB,307.14,4.799,White,14.286,40.0,5600,DDR5,64,Design,36.92952146045243
Corsair Vengeance RGB RS 64 GB,164.99,2.578,Black,10.0,18.0,3600,DDR4,64,Office,32.08430913348946
Patriot Viper Elite II 32 GB,69.98,2.187,Red / Black,10.0,20.0,4000,DDR4,32,Office,21.74600376609896
Mushkin Redline Lumina 32 GB,73.98,2.312,Black,8.889,16.0,3600,DDR4,32,Office,20.811930861138418
Timetec PINNACLE Konduit RGB 32 GB,69.99,2.187,White,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Crucial CT32G4DFD832A 32 GB,56.99,1.781,Green / Black,13.75,22.0,3200,DDR4,32,General,19.676556545074444
Corsair Vengeance RGB RT 16 GB,79.98,4.999,Black,8.889,16.0,3600,DDR4,16,Office,15.152289955595872
Patriot Viper 4 Blackout 16 GB,36.99,2.312,Black,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Lexar Ares OC 32 GB,82.99,2.593,Black,14.615,38.0,5200,DDR5,32,General,24.6104623410644
OLOy ND4U1632161DJ0DA 32 GB,75.99,2.375,Black,10.0,16.0,3200,DDR4,32,Office,19.78778153641542
Mushkin Essentials 64 GB,97.99,1.531,Green / Black,14.254,19.0,2666,DDR4,64,General,29.67506063327157
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 16 GB,46.51,2.907,Black / Gold,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
TEAMGROUP T-Force DELTAα RGB 32 GB,99.99,3.125,White,12.667,38.0,6000,DDR5,32,Design,26.630739019532705
Crucial CT2K8G4DFS824A 16 GB,29.99,1.874,Green / Black,14.167,17.0,2400,DDR4,16,General,12.048482329576846
Crucial CT2K32G52C42U5 64 GB,229.99,3.594,Black,16.154,42.0,5200,DDR5,64,General,35.909975374789916
G.Skill Trident Z 16 GB,48.99,3.062,Black / White,10.0,16.0,3200,DDR4,16,Office,14.128140630872874
Corsair Vengeance RGB 48 GB,189.99,3.958,Black,11.429,40.0,7000,DDR5,48,Office,34.80259176604492
G.Skill Trident Z Royal 256 GB,1599.0,6.246,Gold,10.0,18.0,3600,DDR4,256,Office,100.00000000000001
Kingston Server Premier 16 GB,47.95,2.997,Unknown,14.254,19.0,2666,DDR4,16,General,12.696137916643936
OLOy MD4U083016BJDA 16 GB,33.99,2.124,Black,10.667,16.0,3000,DDR4,16,General,13.61495451824405
