name,price,chipset,memory,core_clock,boost_clock,color,length,purpose,performance_score
EVGA 02G-P3-2738-KR,116.92,GeForce GT 730,2.0,700.0,700.0,Black / Green,167.0,Budget Gaming,16.97530864197531
Dell 469-4186,89.89,Quadro K600,1.0,876.0,876.0,Black / Green,160.0,Budget Gaming,19.310699588477366
Asus 90YV0810-U0NA00,1698.0,GeForce GTX Titan X,12.0,1000.0,1075.0,Black / Silver,282.0,Mid-Range Gaming,37.5514403292181
PNY VCQK420-2GB-PB,129.08,Quadro K420,2.0,876.0,891.0,Black / Green,160.0,Budget Gaming,20.905349794238685
AMD FirePro W9000,899.99,FirePro W9000,6.0,975.0,975.0,Black / Red,279.0,Mid-Range Gaming,27.77777777777778
PNY VCQK5000-PB,393.94,Quadro K5000,4.0,706.0,706.0,Black,267.0,Mid-Range Gaming,19.670781893004115
BFG BFGE94512GTE,129.99,GeForce 9400 GT,0.5,0.0,0.0,Blue / White,0.0,Budget Gaming,0.6430041152263375
PNY VCGGT610XPB,106.95,GeForce GT 610,1.0,810.0,810.0,Black,144.0,Budget Gaming,17.952674897119344
XFX HD-467X-ZDFR,100.01,Radeon HD 4670,1.0,750.0,750.0,Black,167.0,Budget Gaming,16.718106995884774
Inno3D N30602-08D6-11902130,351.99,GeForce RTX 3050 8GB,8.0,1320.0,1777.0,Black,240.0,Mid-Range Gaming,46.85185185185185
EVGA 02G-P4-2645-KR,199.98,GeForce GT 640,2.0,901.0,901.0,Black,170.0,Budget Gaming,21.11111111111111
ATI FirePro W5000,149.99,FirePro W5000,2.0,825.0,825.0,Black / Red,183.0,Budget Gaming,19.54732510288066
EVGA 012-P3-1470-AR,127.98,GeForce GTX 470,1.25,607.0,607.0,Black / Red,241.0,Budget Gaming,14.097222222222221
HP C2J93AT,114.99,Quadro K2000,2.0,954.0,954.0,Black / Green,202.0,Budget Gaming,22.201646090534975
Inno3D Gaming OC X2,499.68,GeForce RTX 3050 8GB,8.0,1550.0,1830.0,Black,240.0,Mid-Range Gaming,47.94238683127571
PNY VCQ5000-PB,246.96,Quadro 5000,2.5,0.0,0.0,Black / Silver,0.0,Budget Gaming,3.2150205761316872
ATI FirePro S9150,599.96,FirePro S9150,16.0,900.0,900.0,Black / White,267.0,Mid-Range Gaming,39.09465020576132
HP J3G93AT,309.99,FirePro W7100,8.0,920.0,920.0,Black / Red,241.0,Mid-Range Gaming,29.218106995884774
XFX THICC II Pro,779.0,Radeon RX 5500 XT,4.0,1607.0,1845.0,Black,281.0,Mid-Range Gaming,43.10699588477366
ATI 100-505553,129.99,FirePro V5700,0.5,0.0,0.0,Black / Red,0.0,Budget Gaming,0.6430041152263375
PowerColor AX5450 1GBK3-SH,99.99,Radeon HD 5450,1.0,650.0,650.0,Black / Red,0.0,Budget Gaming,14.660493827160495
PNY VCQ450NVS-X16-PB,136.86,Quadro NVS 450,0.5,0.0,0.0,Black / Green,0.0,Budget Gaming,0.6430041152263375
PNY VCQK2000D-PB,199.99,Quadro K2000D,2.0,0.0,0.0,Black / Green,198.0,Budget Gaming,2.57201646090535
HP C2J94AT,224.99,Quadro K4000,3.0,810.0,810.0,Black / Silver,241.0,Budget Gaming,20.524691358024693
PNY VCQK1200DVI-PB,164.99,Quadro K1200,4.0,1058.0,1124.0,Black / Green,160.0,Budget Gaming,28.271604938271604
EVGA 01G-P1-N948-LR,299.99,GeForce 9400 GT,1.0,0.0,0.0,None,0.0,Budget Gaming,1.286008230452675
PowerColor AX5450 512MK3-SH,64.95,Radeon HD 5450,0.5,650.0,650.0,Black / Red,0.0,Budget Gaming,14.017489711934159
EVGA 01G-P3-1145-TR,120.25,GeForce GTS 250,1.0,675.0,675.0,Black / Green,241.0,Budget Gaming,15.174897119341566
MSI GT LP,96.99,GeForce GT 710,1.0,954.0,954.0,Black,129.0,Budget Gaming,20.915637860082306
ATI FirePro S7000,299.99,FirePro S7000,4.0,950.0,950.0,Black / Silver,292.0,Budget Gaming,24.691358024691358
ATI FirePro 2450 Multi-View,96.96,FirePro 2450,0.5,600.0,600.0,Black / Red,168.0,Budget Gaming,12.988683127572015
PNY VCNVS810DP-PB,799.99,NVS 810,4.0,1020.0,1020.0,Black / Silver,241.0,Mid-Range Gaming,26.13168724279835
XFX HD-467X-ZDF2,109.99,Radeon HD 4670,1.0,750.0,750.0,Black,0.0,Budget Gaming,16.718106995884774
Sparkle 700023,397.5,GeForce GTX 660,2.0,980.0,980.0,Black,242.0,Mid-Range Gaming,22.736625514403293
AMD FirePro V7900 SDI,189.96,FirePro V7900 SDI,2.0,725.0,725.0,Black / Red,279.0,Budget Gaming,17.489711934156375
ATI FirePro W7000,248.96,FirePro W7000,4.0,950.0,950.0,Black / Red,242.0,Budget Gaming,24.691358024691358
ATI FirePro S9050,899.99,FirePro S9050,12.0,900.0,900.0,Black / Silver,254.0,Mid-Range Gaming,33.950617283950606
VisionTek 900331,150.0,Radeon HD 5550,1.0,550.0,550.0,Black / Blue,267.0,Budget Gaming,12.602880658436213
ATI 100-505637,129.99,FirePro V3900,1.0,0.0,0.0,Black / Red,0.0,Budget Gaming,1.286008230452675
VisionTek 901507,227.99,Radeon RX 550 - 512,4.0,1100.0,1071.0,Red,184.0,Budget Gaming,27.181069958847736
ATI FirePro RG220A,245.0,FirePro RG220A,0.5,800.0,800.0,Black / Red,168.0,Budget Gaming,17.103909465020575
HP J3G92AT,189.96,FirePro W5100,4.0,930.0,930.0,Black / Red,171.0,Budget Gaming,24.2798353909465
Asus GT730-SL-1GD3-BRK,138.02,GeForce GT 730,1.0,902.0,902.0,Black / Blue,137.0,Budget Gaming,19.84567901234568
ATI FirePro V3800,98.98,FirePro V3800,0.5,650.0,650.0,Black / Red,168.0,Budget Gaming,14.017489711934159
ATI FirePro V7900 SDI,189.96,FirePro V7900 SDI,2.0,725.0,725.0,Black / Red,279.0,Budget Gaming,17.489711934156375
PNY VCQ450NVS-X16-DVI-PB,135.49,Quadro NVS 450,0.5,550.0,550.0,Black / Green,0.0,Budget Gaming,11.959876543209875
EVGA 512-P2-N430-LR,69.98,GeForce 7200 GS,0.5,0.0,0.0,Black / Green,0.0,Budget Gaming,0.6430041152263375
PNY VCQ4000MAC-PB,226.6,Quadro 4000,2.0,0.0,0.0,Black / Silver,0.0,Budget Gaming,2.57201646090535
HP FirePro W7000,248.96,FirePro W7000,4.0,950.0,950.0,Black / Red,242.0,Budget Gaming,24.691358024691358
Lenovo 0B47392,114.99,Quadro K2000,2.0,954.0,954.0,Black / Green,202.0,Budget Gaming,22.201646090534975
Galaxy 68NPH6DV5ZGX,738.0,GeForce GTX 680,2.0,1006.0,1006.0,Black / Silver,254.0,Mid-Range Gaming,23.2716049382716
PNY VCNVS810DVI-PB,799.99,NVS 810,4.0,1020.0,1020.0,Black / Silver,241.0,Mid-Range Gaming,26.13168724279835
EVGA 768-P3-1360-RX,447.0,GeForce GTX 460,0.75,675.0,675.0,None,209.0,Mid-Range Gaming,14.853395061728394
Sparkle 700000,742.5,GeForce GTX 680,2.0,1006.0,1006.0,Black / Orange,254.0,Mid-Range Gaming,23.2716049382716
PowerColor TurboDuo,497.99,Radeon R9 280X,3.0,850.0,1000.0,Black / Red,265.0,Mid-Range Gaming,24.43415637860082
AMD FirePro 2460,226.99,FirePro 2460,0.5,0.0,0.0,Black / Red,0.0,Budget Gaming,0.6430041152263375
ATI FirePro W8000,299.99,FirePro W8000,4.0,900.0,900.0,Black / Red,279.0,Budget Gaming,23.662551440329217
PNY VCQK420-PB,129.89,Quadro K420,1.0,876.0,876.0,Black / Green,160.0,Budget Gaming,19.310699588477366
ATI 100-505532,96.96,FirePro 2450,0.5,0.0,0.0,Black / Red,0.0,Budget Gaming,0.6430041152263375
Zotac ZT-60301-10P,1306.66,GeForce GTX 670,2.0,915.0,915.0,Black,240.0,Mid-Range Gaming,21.39917695473251
Sparkle 700001,547.5,GeForce GTX 670,2.0,915.0,915.0,Black / Blue,242.0,Mid-Range Gaming,21.39917695473251
HP C2J93AA,114.99,Quadro K2000,2.0,0.0,0.0,Black / Green,203.0,Budget Gaming,2.57201646090535
ATI FirePro V8800,279.95,FirePro V8800,2.0,825.0,825.0,Black / Red,267.0,Budget Gaming,19.54732510288066
ATI FirePro 2460,226.99,FirePro 2460,0.5,600.0,600.0,Black / Red,170.0,Budget Gaming,12.988683127572015
ATI FirePro W600,367.99,FirePro W600,2.0,600.0,600.0,Black / Red,163.0,Mid-Range Gaming,14.917695473251028
