name,price,style,switches,backlit,tenkeyless,connection_type,color,purpose,performance_score
Cherry Business G83-6104 Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
IBM 40K9584,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Logisys Streamline Character-illuminated White LED Keyboard,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Cooler Master Storm Quick Fire Pro,160.1,Gaming,Cherry MX Brown,None,False,Wired,Black,Premium Gaming,58.0
A4Tech KLS-5,108.79,Slim,None,None,True,Wired,Black,Compact,38.0
Cherry INITIAL Corded Multimedia Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
KeyTronic E03600U1,45.76,Standard,None,None,False,Wired,Beige,Office/Budget,38.0
Cherry G84-4400PUBUS-0,116.69,Standard,Cherry ML,None,False,Wired,Gray,Mid-Range Gaming,38.0
Cherry J82-16001 Business K-1 Keyboard,182.14,Standard,None,None,False,Wired,Gray,Mid-Range Gaming,38.0
Logitech K320,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Rosewill RK-9000I,112.42,Standard,Cherry MX Blue,None,False,Wired,White / Black,Mid-Range Gaming,58.0
Samsung VG-KBD1000 Keyboard,70.51,Slim,None,None,False,Bluetooth Wireless,Black,Mid-Range Gaming,50.0
Logitech 967685-0403-1,112.14,Standard,None,None,True,Bluetooth Wireless,Black / Silver,Compact,50.0
Adesso AKB-410UW,71.63,Mini,None,None,True,Wired,White,Compact,38.0
Logitech 967362-0403,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Planar ProGlow Backlit Keyboard,38.92,Standard,None,White,False,Wired,Black,Office/Budget,59.0
VisionTek Candyboard Keyboard with Touchpad,81.38,Mini,None,White,True,Wireless,Black,Compact,71.0
VisionTek Candyboard Keyboard with Touchpad and Built in IR Remote,66.84,Mini,None,White,False,Wireless,Black,Compact,71.0
I/O Magic I012K01BS,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Mionix Zibal 60,197.34,Gaming,Cherry MX Black,Green,False,Wired,Black,Premium Gaming,79.0
I/O Magic I012K02BS,82.64,Slim,None,None,True,Bluetooth Wireless,Black,Compact,50.0
SolidTek KB-5331B-PF Keyboard,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
A4Tech KL-5BK,108.79,Slim,None,None,True,Wired,Black,Compact,38.0
Cherry Classic Line G83-6101 PC Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
A4Tech KL-8MUU,49.16,Slim,None,None,False,Wired,Gray / Black,Office/Budget,38.0
Cherry J86-4400 Vandal-Proof Keyboard,139.13,Slim,None,None,False,Wired,Gray,Mid-Range Gaming,38.0
A4Tech KBS-29,41.98,Ergonomic,None,None,False,Wired,Black,Office/Budget,38.0
Cherry J84-2120 Keyboard,63.9,Mini,None,White,False,Wired,Black,Compact,59.0
Targus AKB33,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Syba CL-KBD23025,178.69,Mini,None,None,True,Bluetooth Wireless,Silver / Black,Compact,50.0
Adesso WKB-1000BA,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
SteelSeries 64105SS,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
Mad Catz CCB43107N0B2/04/1,45.58,Gaming,None,None,False,Wired,Black / Gray,Mid-Range Gaming,38.0
SteelSeries 64115,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
ViewSonic VPAD-CASE-002,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Gear Head KB5950TPW,85.26,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Logitech 920-003687,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Das Keyboard Model S Professional For Mac,124.99,Standard,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Logitech 920-003706,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Logitech 920-003709,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Thermaltake eSPORTS Meka G-Unit,90.65,Gaming,Cherry MX Black,White,False,Wired,Black,Mid-Range Gaming,79.0
Logitech Solar Keyboard K750 for Mac,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Grandtec Virtually Indestructible Keyboard USB 109-Key,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
KeyTronic E03601P2M5PK,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Unitech K595U-B Mini POS Keyboards,52.98,Mini,None,None,False,Wired,Black,Compact,38.0
Ergoguys Wireless Keyboard Space Saver Optical Trackball,150.22,Standard,None,None,False,Wireless,Black / Silver,Mid-Range Gaming,50.0
Logitech Keyboard,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
KeyTronic F-SCAN-KSC01US Keyboard,45.76,Standard,None,None,False,Wired,Beige,Office/Budget,38.0
KeyTronic E05390U2 Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Belkin Compact Keyboard K100,58.94,Standard,None,None,False,Wired,Black / Silver,Mid-Range Gaming,38.0
Targus AKB13US Keyboard,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Cherry Classic Line G81-1800 PC Keyboard,182.14,Standard,None,None,False,Wired,Gray,Mid-Range Gaming,38.0
Sony SGP-WKB1 Keyboard,72.66,Mini,None,None,False,Bluetooth Wireless,Black,Compact,50.0
SolidTek KB-3920BU Keyboard,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
Cherry Classic G83-6105 Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Cherry G83-6744 Smart Card Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
AZIO Levetron Mech5,111.99,Gaming,Cherry MX Black,None,False,Wired,Black / Red,Mid-Range Gaming,58.0
Cherry J842120 Keyboard,55.72,Mini,None,White,False,Wired,Blue,Compact,59.0
Gear Head KB2200B Standard Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Buslink KR-6820E-BK,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Cherry G83-6105 Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Buslink KR-6401-BK,34.49,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Cherry G80-11900 Series Compact Keyboard,182.14,Standard,None,None,False,Wired,Gray,Mid-Range Gaming,38.0
Mad Catz CCB44026N0B2/06/1,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
Cherry Advanced Performance Line G83-6744 Smart Board keyboard,182.14,Standard,None,None,False,Wired,Gray,Mid-Range Gaming,38.0
Buslink RF-6577L-WH,48.13,Standard,None,None,False,Wireless,White,Office/Budget,50.0
Cherry G84-4100 Series Ultraslim Keyboard,139.13,Slim,None,None,False,Wired,Gray,Mid-Range Gaming,38.0
Ergoguys 01027,139.64,Ergonomic,None,None,False,Wireless,Black / Gray,Mid-Range Gaming,50.0
SolidTek KB-3152B-BT,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
"Key Ovation Go! Travel Ergonomic Keyboard USB MAC, PC",147.74,Ergonomic,None,None,False,Wired,Gray / Black,Mid-Range Gaming,38.0
Buslink RF-6572L-WH,48.13,Standard,None,None,False,Wireless,White,Office/Budget,50.0
Gear Head KB4200NPU Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Lenovo 73P5230,51.77,Standard,None,None,False,Wired,Gray / Black,Mid-Range Gaming,38.0
Gear Head KB6500BTIP Keyboard,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
V7 CK2A0-4N6P,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Cherry FingerTIP G83-14501 Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
V7 CK0A1-4N6P,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
V7 CK0A2-4N6P,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
SMK-Link GYM1100CKNA,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Key Ovation Go! Keyboard,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
SMK-Link VP6220 Wireless Bluetooth Keyboard,70.51,Slim,None,None,False,Bluetooth Wireless,Black,Mid-Range Gaming,50.0
SMK-Link VP6366 Keyboard,51.61,Mini,None,None,True,Wireless,Silver,Compact,50.0
Logitech 920-003039-1,47.52,Standard,None,None,True,Wireless,Black,Office/Budget,50.0
Chester Creek Technologies MB-lc,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
KeyTronic E03601U2M5PK,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Raptor Gaming LK1,32.47,Gaming,None,None,False,Wired,Black / Red,Mid-Range Gaming,38.0
Logitech 920-003475,44.84,Slim,None,None,False,Wireless,Silver,Office/Budget,50.0
Chester Creek Technologies VisionBoard2 Yellow,46.19,Standard,None,None,True,Wired,Black / Yellow,Office/Budget,38.0
Logitech 920-003474,44.84,Slim,None,None,False,Wireless,White / Pink,Office/Budget,50.0
Chester Creek Technologies VisionBoard2,55.55,Standard,None,None,True,Wired,Black / White,Compact,38.0
Zotac ZA-MINIKB-BK,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Chester Creek Technologies CCT,45.76,Standard,None,None,False,Wired,Red,Office/Budget,38.0
Logitech 920-003712,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Logitech 920-003693,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Interlink VP6630,82.64,Slim,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Toshiba PA3777U-1ETB,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Toshiba PA3959U-1ETB,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Interlink VP6364,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Fellowes 9892901,29.95,Standard,None,None,False,Wired,Black,Office/Budget,38.0
AZIO Levetron Clicker,130.63,Standard,ALPS White,None,False,Wired,Black,Mid-Range Gaming,38.0
Interlink VP6342,34.1,Mini,None,None,False,Wireless,Black,Compact,50.0
Interlink VP6310,34.1,Mini,None,None,False,Wireless,Black,Compact,50.0
Interlink VP6220,70.51,Slim,None,None,False,Bluetooth Wireless,Black,Mid-Range Gaming,50.0
Buslink KR-6402-BK,64.11,Slim,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Genius Slimstar 8000,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Verbatim 96664,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Mad Catz PK02AU,51.26,Gaming,None,None,False,Wired,Black / White,Mid-Range Gaming,38.0
Genius KB-06XE PS2,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Toshiba PA3871U-1ETB,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Genius 31300711101,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Genius 31330194102,45.76,Standard,None,None,False,Wired,Black / White,Office/Budget,38.0
Cisco XPACC-KBD-G=,182.14,Standard,None,None,False,Wired,Gray,Mid-Range Gaming,38.0
Genius 31300710101,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Mad Catz ECB43002N002/06/1,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Panasonic Notebook Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
SolidTek ACK-5010U,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
Panasonic CF-VKBL03AM Keyboard,51.77,Standard,None,None,False,Wired,Gray / Black,Mid-Range Gaming,38.0
Interlink VP6366,51.61,Mini,None,None,True,Wireless,Silver,Compact,50.0
Rosewill RKM-1000RF,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Cherry eVolution CONTROL XT,78.42,Standard,None,None,False,Wireless,Silver / Black,Mid-Range Gaming,50.0
Buslink KR-6170M Full Size X-Slim Keyboard,31.71,Standard,None,None,False,Wired,White,Office/Budget,38.0
Chester Creek Technologies LessonBoard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Rosewill RK-9000BRI,156.31,Standard,Cherry MX Brown,None,False,Wired,White / Black,Mid-Range Gaming,58.0
SolidTek 138 0245,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
V7 Standard USB Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Rosewill RK-9100,125.67,Slim,Cherry MX Blue,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Asus U3000 Keyboard,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
Fellowes 9893301,48.62,Standard,None,None,False,Wired,Silver / Black,Office/Budget,38.0
SolidTek 138 0402,57.36,Mini,None,None,False,Wired,Silver / Black,Compact,38.0
SIIG JK-WR0812-S1,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
SIIG USB Compact Low Profile Multimedia Keyboard,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
A4Tech 9300F,85.26,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Evoluent KB4,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
A4Tech 7700N,128.03,Mini,None,None,True,Wireless,Silver / Black,Compact,50.0
Evoluent KB1,58.94,Standard,None,None,False,Wired,Black / Silver,Mid-Range Gaming,38.0
A4Tech 7300N,123.74,Ergonomic,None,None,True,Wireless,Gray / Black,Compact,50.0
Cherry STRAIT Corded Keyboard,48.39,Slim,None,None,False,Wired,Silver / White,Office/Budget,38.0
Ducky DK9008G2 PBT,147.29,Standard,Cherry MX Brown,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK1087XM,125.89,Standard,ALPS Green,None,True,Wired,Black,Compact,38.0
Ducky Shine II,93.78,Standard,Cherry MX Brown,Red,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S,156.27,Standard,Cherry MX Brown,White,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9087 Shine II,126.01,Standard,Cherry MX Brown,Blue,True,Wired,Black,Compact,79.0
Ducky DK9008S-BEALB,137.53,Standard,Cherry MX Brown,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Filco Camo Majestouch-2,156.31,Standard,Cherry MX Brown,None,False,Wired,Camo,Mid-Range Gaming,58.0
Happy Hacking Professional 2 (Non-Printed),126.48,Standard,Topre 45g,None,True,Wired,Gray,Compact,38.0
Happy Hacking Professional 2 Type S (Non-Printed),109.49,Standard,Topre 45g Silent,None,True,Wired,White,Compact,38.0
Leopold FC200RT/AB,147.93,Standard,Cherry MX Brown,None,True,Wired,Black,Compact,58.0
Leopold FC200RC/AB,125.41,Standard,Cherry MX Blue,None,True,Wired,Black,Compact,58.0
Leopold FC200RL/AB,129.52,Standard,Cherry MX Black,None,True,Wired,Black,Compact,58.0
Leopold FC200RR/AB,152.75,Standard,Cherry MX Red,None,True,Wired,Black,Compact,58.0
Leopold FC200RT/ABN Otaku (Non-Printed),147.93,Standard,Cherry MX Brown,None,True,Wired,Black,Compact,58.0
Leopold FC200RC/ABN Otaku (Non-Printed),125.41,Standard,Cherry MX Blue,None,True,Wired,Black,Compact,58.0
Leopold FC200RR/ABN Otaku (Non-Printed),152.75,Standard,Cherry MX Red,None,True,Wired,Black,Compact,58.0
Leopold FC500RR/AB,152.42,Standard,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Leopold FC500RR/ABN (Non-Printed),152.42,Standard,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Leopold FC500RT/AB,147.29,Standard,Cherry MX Brown,None,False,Wired,Black,Mid-Range Gaming,58.0
Leopold FC500RT/ABN Otaku (Non-Printed),147.29,Standard,Cherry MX Brown,None,False,Wired,Black,Mid-Range Gaming,58.0
Leopold FC500RC/AB,112.67,Standard,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Leopold FC500RC/ABN Otaku (Non-Printed),112.67,Standard,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Leopold FC500RL/AB,126.24,Standard,Cherry MX Black,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK9008S2 Shine II,137.53,Standard,Cherry MX Brown,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-BEALY,138.02,Standard,Cherry MX Brown,Yellow,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008G2,147.29,Standard,Cherry MX Brown,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK1087-ACLLB,129.52,Standard,Cherry MX Black,None,True,Wired,Black,Compact,58.0
Ducky DK1087-AELLB,129.52,Standard,Cherry MX Black,None,True,Wired,Black,Compact,58.0
Ducky DK1087-BELLB,147.93,Standard,Cherry MX Brown,None,True,Wired,Black,Compact,58.0
Ducky DK1087-CELLB,125.41,Standard,Cherry MX Blue,None,True,Wired,Black,Compact,58.0
Ducky DK1087-KEALB,125.89,Standard,ALPS Black,None,True,Wired,Black,Compact,38.0
Cooler Master CM Storm QuickFire Rapid,112.07,Gaming,Cherry MX Green,None,True,Wired,Black,Compact,58.0
Cooler Master CM Storm Trigger,152.15,Gaming,Cherry MX Blue,Red,False,Wired,Black,Premium Gaming,79.0
Razer BlackWidow Ultimate 2013 Mac,220.37,Gaming,Cherry MX Blue,Green,False,Wired,Black,Premium Gaming,79.0
Max Keyboard Nighthawk X7,92.86,Standard,Cherry MX Blue,White,False,Wired,Black,Mid-Range Gaming,79.0
Max Keyboard Nighthawk X8,156.27,Standard,Cherry MX Brown,White,False,Wired,Black,Mid-Range Gaming,79.0
Max Keyboard Nighthawk X9,87.05,Standard,Cherry MX Red,White,False,Wired,Black,Mid-Range Gaming,79.0
Tesoro Durandal G1NL,93.78,Standard,Cherry MX Brown,Red,False,Wired,Black,Mid-Range Gaming,79.0
Cobra E-3LUE CS/CF,50.72,Standard,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
i-rocks KR-6260-BK,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Cooler Master CM Storm QuickFire Stealth,140.6,Mini,Cherry MX Brown,None,True,Wired,Black,Compact,58.0
Ducky DK1008-KEALB,117.25,Gaming,ALPS Black,None,False,Wired,Black,Mid-Range Gaming,38.0
Ducky DK1008-NEALB,117.25,Gaming,ALPS Green,None,False,Wired,Black,Mid-Range Gaming,38.0
Ducky DK1008L-RCLLB,138.92,Gaming,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK1008L-RELLB,138.92,Gaming,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK9000G2-BEPLB,160.1,Gaming,Cherry MX Brown,None,False,Wired,Black,Premium Gaming,58.0
Ducky DK9000G2-CEPLB,128.33,Gaming,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK9008G2-AEPLB,122.62,Gaming,Cherry MX Black,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK9008G2-BEPTW,157.73,Gaming,Cherry MX Brown,None,False,Wired,White,Premium Gaming,58.0
Ducky DK9008G2-CEPLB,128.33,Gaming,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK9008G2-CEPTW,114.93,Gaming,Cherry MX Blue,None,False,Wired,White,Mid-Range Gaming,58.0
Ducky DK9008G2-REPLB,138.92,Gaming,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK9008S-ACALB,90.42,Gaming,Cherry MX Black,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-AEALB,90.42,Gaming,Cherry MX Black,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-AEALG,197.34,Gaming,Cherry MX Black,Green,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S-AEALP,92.22,Gaming,Cherry MX Black,Purple,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-AEALR,101.17,Gaming,Cherry MX Black,Red,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-AEALY,92.22,Gaming,Cherry MX Black,Yellow,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-BCALB,166.02,Gaming,Cherry MX Brown,Blue,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S-BEALG,204.96,Gaming,Cherry MX Brown,Green,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S-BEALP,165.93,Gaming,Cherry MX Brown,Purple,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S-BEALR,80.29,Gaming,Cherry MX Brown,Red,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-BJALB,166.02,Gaming,Cherry MX Brown,Blue,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S-CCALB,119.78,Gaming,Cherry MX Blue,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-CEALG,220.37,Gaming,Cherry MX Blue,Green,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S-CEALP,124.08,Gaming,Cherry MX Blue,Purple,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-CEALR,152.15,Gaming,Cherry MX Blue,Red,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S-CEALW,116.08,Gaming,Cherry MX Blue,White,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-REALB,108.52,Gaming,Cherry MX Red,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-REALG,201.31,Gaming,Cherry MX Red,Green,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S-REALP,110.84,Gaming,Cherry MX Red,Purple,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-REALR,110.6,Gaming,Cherry MX Red,Red,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S-REALY,110.84,Gaming,Cherry MX Red,Yellow,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S2-AUSALB,90.42,Gaming,Cherry MX Black,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S2-AUSALG,197.34,Gaming,Cherry MX Black,Green,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S2-AUSALR,101.17,Gaming,Cherry MX Black,Red,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S2-AUSALW,90.65,Gaming,Cherry MX Black,White,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S2-BUSALG,204.96,Gaming,Cherry MX Brown,Green,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S2-CUSALB,119.78,Gaming,Cherry MX Blue,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S2-CUSALG,220.37,Gaming,Cherry MX Blue,Green,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S2-CUSALR,152.15,Gaming,Cherry MX Blue,Red,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S2-RUSALB,108.52,Gaming,Cherry MX Red,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S2-RUSALG,201.31,Gaming,Cherry MX Red,Green,False,Wired,Black,Premium Gaming,79.0
Ducky DK9087-AEDRG,197.28,Slim,Cherry MX Black,Green,True,Wired,Black,Compact,79.0
Ducky DK9087G2PRO-AULPUW,138.9,Slim,Cherry MX Black,None,True,Wired,Black / White,Compact,58.0
Ducky DK9087G2PRO-AUSPTW,138.9,Slim,Cherry MX Black,None,True,Wired,Black / White,Compact,58.0
Ducky DK9087G2PRO-BULPUW,154.99,Slim,Cherry MX Brown,None,True,Wired,Black / White,Compact,58.0
Ducky DK9087G2PRO-BUSPTW,154.99,Slim,Cherry MX Brown,None,True,Wired,Black / White,Compact,58.0
Ducky DK9087G2PRO-CULPUW,139.27,Slim,Cherry MX Blue,None,True,Wired,Black / White,Compact,58.0
Ducky DK9087G2PRO-CUSPTW,139.27,Slim,Cherry MX Blue,None,True,Wired,Black / White,Compact,58.0
Ducky DK9087G2PRO-RULPUW,153.78,Slim,Cherry MX Red,None,True,Wired,Black / White,Compact,58.0
Ducky DK9087G2PRO-RUSPTW,153.78,Slim,Cherry MX Red,None,True,Wired,Black / White,Compact,58.0
